256
4.5	-4.5	-1.5	0.954254	-0.252503	0.160131
1.5	-1.5	-1.5	0.311459	0.906729	-0.284316
4.5	-1.5	-4.5	-0.085941	-0.758101	-0.646449
7.5	-4.5	-4.5	-0.522371	-0.839418	-0.150018
10.5	-4.5	-1.5	-0.506249	-0.77109	0.386176
7.5	-1.5	-1.5	-0.962532	0.129897	0.238032
10.5	-1.5	-4.5	-0.0960219	-0.55798	-0.82428
-10.5	1.5	-4.5	0.695287	0.683452	-0.222418
-7.5	1.5	-1.5	0.222124	-0.148333	0.963669
-10.5	4.5	-1.5	-0.683171	0.717287	0.137029
-7.5	4.5	-4.5	-0.984358	0.133771	-0.114651
-4.5	1.5	-4.5	-0.415658	-0.882097	-0.221663
-1.5	1.5	-1.5	0.230256	-0.48997	0.84078
-4.5	4.5	-1.5	0.84183	-0.448864	-0.299737
-1.5	4.5	-4.5	0.553096	-0.76515	-0.32959
1.5	1.5	-4.5	-0.0596967	-0.0448509	-0.997208
4.5	1.5	-1.5	-0.64409	-0.412256	-0.644354
1.5	4.5	-1.5	0.919814	0.23263	0.315951
4.5	4.5	-4.5	0.040644	-0.877188	0.478423
7.5	1.5	-4.5	-0.505523	0.166247	-0.846645
10.5	1.5	-1.5	0.176851	0.974261	-0.13978
7.5	4.5	-1.5	-0.139352	-0.735025	-0.663566
10.5	4.5	-4.5	-0.625428	0.446122	0.640168
-10.5	7.5	-4.5	-0.175167	-0.38734	0.905143
-7.5	7.5	-1.5	-0.0467709	0.843742	0.534707
-10.5	10.5	-1.5	-0.727905	-0.681406	0.0764237
-7.5	10.5	-4.5	0.986102	-0.101838	-0.131274
-4.5	7.5	-4.5	-0.111581	0.55477	0.824487
-1.5	7.5	-1.5	-0.915674	0.334868	0.222271
-4.5	10.5	-1.5	-0.550966	-0.833993	0.0298675
-1.5	10.5	-4.5	-0.995927	-0.00744979	-0.0898542
1.5	7.5	-4.5	0.74057	-0.180991	0.647146
4.5	7.5	-1.5	0.0613152	-0.748022	0.660835
1.5	10.5	-1.5	0.549759	0.136685	-0.824065
4.5	10.5	-4.5	0.551971	-0.634157	-0.541454
7.5	7.5	-4.5	0.431596	0.0194692	0.901857
10.5	7.5	-1.5	0.498102	-0.0112904	-0.867045
7.5	10.5	-1.5	0.792849	-0.608794	0.0275553
10.5	10.5	-4.5	0.800381	-0.535256	0.269984
-10.5	-10.5	1.5	0.753741	0.295094	-0.587192
-7.5	-10.5	4.5	-0.463317	-0.602953	0.649449
-10.5	-7.5	4.5	0.508567	-0.415804	0.753968
-7.5	-7.5	1.5	-0.0590958	-0.997903	0.0264218
-4.5	-10.5	1.5	-0.908915	0.0689685	-0.411239
-1.5	-10.5	4.5	0.232133	0.934772	-0.268917
-4.5	-7.5	4.5	0.533416	-0.628921	-0.565621
-1.5	-7.5	1.5	-0.333032	-0.52258	0.784856
1.5	-10.5	1.5	-0.464774	-0.559443	0.686301
4.5	-10.5	4.5	0.137799	-0.990266	-0.0196346
1.5	-7.5	4.5	-0.635785	0.430894	-0.640397
4.5	-7.5	1.5	-0.0515164	-0.133668	-0.989686
7.5	-10.5	1.5	0.126743	-0.982459	0.136784
10.5	-10.5	4.5	0.536382	-0.575784	-0.617063
7.5	-7.5	4.5	-0.634806	-0.0904357	0.767361
10.5	-7.5	1.5	-0.120409	-0.183217	-0.975671
-10.5	-4.5	1.5	-0.296944	-0.444428	-0.845168
-7.5	-4.5	4.5	-0.161475	-0.682093	0.713215
-10.5	-1.5	4.5	0.691047	0.284702	-0.664379
-7.5	-1.5	1.5	-0.686587	-0.695094	-0.213172
-4.5	-4.5	1.5	0.968515	-0.112979	-0.221845
-1.5	-4.5	4.5	-0.842162	0.53334	-0.0794435
-4.5	-1.5	4.5	-0.728841	-0.628212	-0.272288
-1.5	-1.5	1.5	-0.668345	0.543443	-0.507922
1.5	-4.5	1.5	-0.017942	0.884098	-0.466956
4.5	-4.5	4.5	-0.244134	-0.468027	-0.849323
1.5	-1.5	4.5	-0.477672	-0.545818	-0.688413
4.5	-1.5	1.5	0.243964	0.0830222	-0.966224
7.5	-4.5	1.5	-0.87459	0.173659	0.452697
10.5	-4.5	4.5	-0.840829	0.531566	0.102196
7.5	-1.5	4.5	-0.756234	0.625394	-0.192337
10.5	-1.5	1.5	-0.431351	-0.788466	0.438471
-10.5	1.5	1.5	-0.592567	0.328212	-0.735623
-7.5	1.5	4.5	-0.901847	0.413927	0.123842
-10.5	4.5	4.5	-0.211103	0.88845	0.407545
-7.5	4.5	1.5	-0.568017	-0.522077	0.636232
-4.5	1.5	1.5	-0.813095	-0.341452	0.471473
-1.5	1.5	4.5	-0.350581	-0.510762	-0.784994
-4.5	4.5	4.5	-0.484682	-0.80362	0.345367
-1.5	4.5	1.5	-0.521038	-0.808998	-0.272107
1.5	1.5	1.5	-0.694242	-0.70361	-0.15153
4.5	1.5	4.5	0.371314	-0.862572	-0.343649
1.5	4.5	4.5	-0.662025	0.524215	0.535651
4.5	4.5	1.5	0.233768	-0.356001	-0.904774
7.5	1.5	1.5	0.751323	-0.122678	0.648432
10.5	1.5	4.5	0.588007	0.0664789	-0.806119
7.5	4.5	4.5	-0.490261	0.124166	-0.862686
10.5	4.5	1.5	0.52447	0.843428	-0.116452
-10.5	7.5	1.5	-0.800271	0.324815	-0.504045
-7.5	7.5	4.5	0.861869	-0.478288	0.16859
-10.5	10.5	4.5	-0.804543	0.581012	-0.123024
-7.5	10.5	1.5	-0.017836	0.23723	0.97129
-4.5	7.5	1.5	0.793007	-0.576597	-0.196662
-1.5	7.5	4.5	-0.229441	0.32924	0.915947
-4.5	10.5	4.5	-0.367763	-0.182217	0.911892
-1.5	10.5	1.5	0.863915	0.473228	-0.172355
1.5	7.5	1.5	0.827368	-0.531171	-0.182537
4.5	7.5	4.5	-0.932282	0.256461	-0.255105
1.5	10.5	4.5	-0.0241227	0.383439	0.923251
4.5	10.5	1.5	-0.948263	-0.297766	-0.110151
7.5	7.5	1.5	-0.854847	0.289153	-0.430845
10.5	7.5	4.5	0.691351	-0.331781	-0.641837
7.5	10.5	4.5	-0.0840896	-0.349679	0.933088
10.5	10.5	1.5	-0.0192812	-0.989761	0.141426
-10.5	-10.5	7.5	0.746665	-0.133277	-0.651712
-7.5	-10.5	10.5	-0.436166	-0.5017	0.747032
-10.5	-7.5	10.5	-0.0353762	0.437625	-0.898461
-7.5	-7.5	7.5	0.373691	0.347755	0.859896
-4.5	-10.5	7.5	-0.606641	0.782714	0.139085
-1.5	-10.5	10.5	0.271336	0.639838	0.719016
-4.5	-7.5	10.5	-0.623725	0.121901	-0.77208
-1.5	-7.5	7.5	0.179943	0.496995	-0.848892
1.5	-10.5	7.5	0.2614	-0.81375	-0.519115
4.5	-10.5	10.5	-0.442942	0.79096	-0.42212
1.5	-7.5	10.5	-0.502473	-0.67485	-0.540461
4.5	-7.5	7.5	-0.572971	0.203216	-0.793982
7.5	-10.5	7.5	0.559805	-0.611422	0.559269
10.5	-10.5	10.5	-0.279466	-0.218191	0.935036
7.5	-7.5	10.5	0.830144	-0.464188	-0.308853
10.5	-7.5	7.5	-0.715159	-0.513041	0.474696
-10.5	-4.5	7.5	0.402587	0.814871	0.417023
-7.5	-4.5	10.5	0.396402	0.739382	0.544224
-10.5	-1.5	10.5	0.396354	-0.634215	-0.663833
-7.5	-1.5	7.5	0.308039	-0.801917	-0.5119
-4.5	-4.5	7.5	0.944102	-0.320269	0.0780991
-1.5	-4.5	10.5	0.325352	0.94528	-0.0243192
-4.5	-1.5	10.5	-0.410124	0.909523	0.0675714
-1.5	-1.5	7.5	0.591844	0.680376	0.432215
1.5	-4.5	7.5	0.84374	-0.171388	0.508655
4.5	-4.5	10.5	-0.460656	-0.841786	-0.281411
1.5	-1.5	10.5	0.0666656	0.809857	-0.582827
4.5	-1.5	7.5	-0.762483	-0.26863	0.588607
7.5	-4.5	7.5	0.895357	-0.31252	-0.317279
10.5	-4.5	10.5	0.0383093	-0.753403	0.656443
7.5	-1.5	10.5	0.917285	0.396962	-0.0317794
10.5	-1.5	7.5	0.329024	-0.328181	0.885461
-10.5	1.5	7.5	-0.825237	0.32231	0.463788
-7.5	1.5	10.5	0.416412	0.902717	0.108183
-10.5	4.5	10.5	-0.180347	0.899681	0.397554
-7.5	4.5	7.5	0.0897091	-0.0277152	-0.995582
-4.5	1.5	7.5	0.272348	0.616753	0.738541
-1.5	1.5	10.5	0.554041	0.825032	0.111182
-4.5	4.5	10.5	-0.0200574	0.510482	-0.859655
-1.5	4.5	7.5	-0.689728	0.612924	0.385487
1.5	1.5	7.5	-0.610629	0.777077	-0.152588
4.5	1.5	10.5	-0.842259	0.260512	0.471946
1.5	4.5	10.5	-0.587268	0.448533	0.673747
4.5	4.5	7.5	-0.763474	0.399575	0.507392
7.5	1.5	7.5	0.424186	-0.868812	-0.255405
10.5	1.5	10.5	0.956759	0.288712	0.0354544
7.5	4.5	10.5	-0.0768002	0.929936	0.359613
10.5	4.5	7.5	-0.623773	-0.767424	0.148214
-10.5	7.5	7.5	0.170883	0.450176	0.876437
-7.5	7.5	10.5	0.840958	-0.0833502	0.534642
-10.5	10.5	10.5	0.970655	-0.108478	0.214618
-7.5	10.5	7.5	0.932805	0.196716	0.301956
-4.5	7.5	7.5	-0.696178	0.68423	-0.217177
-1.5	7.5	10.5	0.140029	0.679931	-0.719782
-4.5	10.5	10.5	-0.0898681	0.581102	-0.808854
-1.5	10.5	7.5	-0.661273	-0.6271	0.411659
1.5	7.5	7.5	0.557458	-0.408659	-0.72266
4.5	7.5	10.5	-0.511707	-0.106969	0.852475
1.5	10.5	10.5	0.0342801	-0.773705	-0.632619
4.5	10.5	7.5	0.164285	-0.577054	-0.800012
7.5	7.5	7.5	0.0288768	-0.938663	0.343624
10.5	7.5	10.5	0.485777	0.707504	-0.513283
7.5	10.5	10.5	-0.593427	0.785705	-0.174676
10.5	10.5	7.5	-0.204289	0.973394	0.103778
